Date,Description,Original Description,Amount,Transaction Type,Category,Account Name
10/28/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 10/28/16 24692166302000483877780 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
10/29/2016,Halloween City,Credit Card Advance HALLOWEEN CITY #8095 EAST LANSING MIDate 10/28/16 24445006303200201646510 5947Card #7391,4.23,debit,Personal Care,50 Platinum Visa
10/29/2016,Pizza House,Credit Card Advance PIZZA HOUSE - EAST LANS 734-564-1012 MIDate 10/29/16 24269796303100401949608 5812Card #7391,17.72,debit,Restaurants,50 Platinum Visa
10/29/2016,Uber.com,Credit Card Advance UBER US OCT28 QAPAG HELP.UBER.COM CADate 10/29/16 24492156303719883498093 4121Card #7391,16.89,debit,Rental Car & Taxi,50 Platinum Visa
10/29/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 10/29/16 24299106303003983463368 5542Card #7391,2.06,debit,Gas & Fuel,50 Platinum Visa
10/31/2016,Advance,Credit Card Advance 911PEPSIVEN9147678600 LANSING MIDate 10/30/16 24692166305000209865876 5814Card #7391,1.75,debit,Business Services,50 Platinum Visa
11/1/2016,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,250,debit,Transfer,28 Insured Money Management Acct
11/1/2016,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 10/31/16 24435656306206936300423 8220Card #7391,5.29,debit,Coffee Shops,50 Platinum Visa
11/2/2016,Noodles & Company,Credit Card Advance NOODLES & CO 517-332-4040 MIDate 11/02/16 24692166307000448877755 5814Card #7391,25.34,debit,Restaurants,50 Platinum Visa
11/2/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/02/16 24692166307000409362508 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
11/2/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 11/01/16 24299106306000077333470 5542Card #7391,15.01,debit,Gas & Fuel,50 Platinum Visa
11/3/2016,USPS,Credit Card Advance USPS 25274505130807036 EAST LANSING MIDate 11/02/16 24164076307418140336302 9402Card #7391,25,debit,Shipping,50 Platinum Visa
11/4/2016,Spotify,Credit Card Advance ADY*Spotify P01053F54B https://www.s NYDate 11/04/16 24906416309032006985687 4899Card #7391,4.99,debit,Music,50 Platinum Visa
11/6/2016,Barnes & Noble,Credit Card Advance BARNES & NOBLE #2008 GRANDVILLE MIDate 11/05/16 24445006311100239918537 5814Card #7391,7.84,debit,Books,50 Platinum Visa
11/6/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/05/16 24692166310000264179000 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/6/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/06/16 24692166311000832131839 5499Card #7391,25,debit,Coffee Shops,50 Platinum Visa
11/7/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,196.12,debit,Credit Card Payment,28 Insured Money Management Acct
11/8/2016,McDonald's,Credit Card Advance MCDONALD'S M6552 OF MI LANSING MIDate 11/07/16 24427336313710035997120 5814Card #7391,4.76,debit,Fast Food,50 Platinum Visa
11/8/2016,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,140.1,debit,Credit Card Payment,28 Insured Money Management Acct
11/8/2016,Draft Withdrawal Processed,Draft Withdrawal 001010Processed Check - PASSPORT DETROITTYPE: PAYMENT ID: XXXXXXXXXX,110,debit,Uncategorized,88 Totally Green Checking
11/10/2016,Domino's Pizza,Credit Card Advance DOMINO'S 1201 EAST LANSING MIDate 11/06/16 24445006315200138227786 5814Card #7391,15.19,debit,Fast Food,50 Platinum Visa
11/10/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Financial,88 Totally Green Checking
11/11/2016,Advance,Credit Card Advance MW*LANSING BWL 517-702-6006 MIDate 11/10/16 24445006316000769184572 4900Card #7391,55.71,debit,Bills & Utilities,50 Platinum Visa
11/12/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 11/09/16 24299106314001296561933 5542Card #7391,1.83,debit,Gas & Fuel,50 Platinum Visa
11/13/2016,Advance,Credit Card Advance SQ *CVIP EAST LANSING MIDate 11/13/16 24492156318740304761458 8398Card #7391,7,debit,Business Services,50 Platinum Visa
11/13/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 11/12/16 24299106317001730206704 5542Card #7391,30.02,debit,Gas & Fuel,50 Platinum Visa
11/14/2016,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 11/13/16 24445006319200159014069 5411Card #7391,25.97,debit,Groceries,50 Platinum Visa
11/14/2016,Advance Svenska Cafe,Credit Card Advance SVENSKA CAFE BIRMINGHAM MIDate 11/12/16 24412896318080080181797 5812Card #7391,7.1,debit,Credit Card Payment,50 Platinum Visa
11/14/2016,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 11/13/16 24445006318300520854192 5411Card #7391,21.66,debit,Groceries,50 Platinum Visa
11/14/2016,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 11/13/16 24445006318300520854010 5411Card #7391,6.17,debit,Groceries,50 Platinum Visa
11/15/2016,Wendy's,Credit Card Advance WENDY'S 748 EAST LANSING MIDate 11/14/16 24445006320500508592682 5814Card #7391,3.36,debit,Fast Food,50 Platinum Visa
11/16/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,178.77,debit,Credit Card Payment,28 Insured Money Management Acct
11/17/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/17/16 24692166322000188895216 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
11/17/2016,McDonald's,Credit Card Advance MCDONALD'S M6550 OF MI EAST LANSING MIDate 11/17/16 24427336322710038774053 5814Card #7391,10.99,debit,Fast Food,50 Platinum Visa
11/17/2016,Advance Theeconomist Newspaper,Credit Card Advance THEECONOMIST NEWSPAPER MERCEDESRAMOS NYDate 11/16/16 24431066322206947801589 5968Card #7391,42,debit,Credit Card Payment,50 Platinum Visa
11/18/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 11/18/16 24299106323002558186525 5542Card #7391,7.1,debit,Gas & Fuel,50 Platinum Visa
11/19/2016,Kroger,Credit Card Advance KROGER #852 LANSING MIDate 11/18/16 24445716323300461117507 5411Card #7391,12.36,debit,Groceries,50 Platinum Visa
11/20/2016,Domino's Pizza,Credit Card Advance DOMINO'S 1201 734-476-9386 MIDate 11/20/16 24445006325500735355072 5814Card #7391,16.69,debit,Fast Food,50 Platinum Visa
11/20/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/20/16 24692166325000037795796 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
11/22/2016,Transfer to 20 Datta Tuition,Home Banking Withdrawal To Share 20,3258.59,debit,Transfer,88 Totally Green Checking
11/22/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 11/22/16 24692166327000171506676 5499Card #7391,20,debit,Coffee Shops,50 Platinum Visa
11/23/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 11/23/16 24299106328003285539122 5542Card #7391,38.08,debit,Gas & Fuel,50 Platinum Visa
11/24/2016,McDonald's,Credit Card Advance MCDONALD'S M6550 OF MI EAST LANSING MIDate 11/23/16 24427336328720060727956 5814Card #7391,7.4,debit,Fast Food,50 Platinum Visa
11/25/2016,McDonald's,Credit Card Advance MCDONALD'S M6550 OF MI EAST LANSING MIDate 11/24/16 24427336330710014473647 5814Card #7391,4.12,debit,Fast Food,50 Platinum Visa
11/25/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Financial,88 Totally Green Checking
11/25/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,137.62,debit,Credit Card Payment,88 Totally Green Checking
11/27/2016,Advance,Credit Card Advance SQ *ESPRESSO ROYALE GR East Lansing MIDate 11/27/16 24692166332000613912071 5812Card #7391,4.35,debit,Coffee Shops,50 Platinum Visa
11/27/2016,Microsoft XBox Live,Credit Card Advance MICROSOFT *XBOXLIVE 800-469-9269 WADate 11/27/16 24430996332400804179299 4816Card #7391,1,debit,Amusement,50 Platinum Visa
11/28/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 11/28/16 24299106333003948167611 5542Card #7391,15.01,debit,Gas & Fuel,50 Platinum Visa
11/29/2016,Starbucks,Credit Card Advance STARBUCKS BROAD BUSINES EAST LANSING MIDate 11/28/16 24435656334286703601803 5814Card #7391,20,debit,Coffee Shops,50 Platinum Visa
11/29/2016,Advance,Credit Card Advance OLGA'S # 608 LANSING MIDate 11/28/16 24224436334104012455146 5814Card #7391,12.58,debit,Business Services,50 Platinum Visa
11/30/2016,Advance,Credit Card Advance SPARTY'S HUBBARD EAST LANSING MIDate 11/29/16 24435656335200057700466 8220Card #7391,5.29,debit,Business Services,50 Platinum Visa
12/1/2016,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,250,debit,Transfer,28 Insured Money Management Acct
12/1/2016,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,544.92,debit,Credit Card Payment,28 Insured Money Management Acct
12/1/2016,Arby's,Credit Card Advance ARBYS 0011 LANSING MIDate 11/30/16 24431066336838000099638 5814Card #7391,16.08,debit,Fast Food,50 Platinum Visa
12/3/2016,Target,Credit Card Advance TARGET 00013136 TROY MIDate 12/03/16 24164076338091017476163 5411Card #7391,13.08,debit,Shopping,50 Platinum Visa
12/4/2016,Spotify,Credit Card Advance ADY*Spotify P0138915CC https://www.s NYDate 12/04/16 24906416339033134459730 4899Card #7391,4.99,debit,Music,50 Platinum Visa
12/5/2016,Aeropostale,Credit Card Advance AEROPOSTALE #226 OKEMOS MIDate 12/04/16 24387756340004023207583 5691Card #7391,51.99,debit,Clothing,50 Platinum Visa
12/5/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 12/05/16 24692166340000737989948 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
12/5/2016,Advance Studio C,Credit Card Advance STUDIO C OKEMOS MIDate 12/04/16 24445006340500557303169 7832Card #7391,14,debit,Business Services,50 Platinum Visa
12/6/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,177.49,debit,Credit Card Payment,88 Totally Green Checking
12/6/2016,Little Caesars,Credit Card Advance LITTLE CAESARS 0074 001 EAST LANSING MIDate 12/05/16 24445006341500595093854 5814Card #7391,10.6,debit,Restaurants,50 Platinum Visa
12/7/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 12/07/16 24692166342000092283034 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
12/8/2016,Mw Lansing Bwltype,ACH Withdrawal MW*LANSING BWLTYPE: MW*LANSING ID: XXXXXXXXXXCO: MW*LANSING BWL,62.8,debit,Utilities,28 Insured Money Management Acct
12/8/2016,Mi St Univ,ACH Withdrawal MI. ST. UNIV.TYPE: MSU ACH ID: XXXXXXXXXXCO: MI. ST. UNIV.,3467.25,debit,Investments,20 Datta Tuition
12/8/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Financial,88 Totally Green Checking
12/8/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 12/08/16 24692166343000742373515 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
12/9/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,80.69,debit,Credit Card Payment,88 Totally Green Checking
12/9/2016,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 12/07/16 24445006343300486619190 5411Card #7391,46.91,debit,Groceries,50 Platinum Visa
12/9/2016,Potbelly Sandwich Works,Credit Card Advance POTBELLY #129 EAST LANSING MIDate 12/08/16 24692166344000226321500 5812Card #7391,3.18,debit,Fast Food,50 Platinum Visa
12/10/2016,Starbucks,Credit Card Advance STARBUCKS STORE 11517 EAST LANSING MIDate 12/10/16 24692166345000179002528 5814Card #7391,5.22,debit,Coffee Shops,50 Platinum Visa
12/11/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 12/11/16 24692166346000720061675 5499Card #7391,25,debit,Coffee Shops,50 Platinum Visa
12/12/2016,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,300.47,debit,Credit Card Payment,28 Insured Money Management Acct
12/13/2016,Advance,Credit Card Advance SQ *IORIO'S GELATO EAST LANSING MIDate 12/13/16 24492156348741389863239 5499Card #7391,3.68,debit,Business Services,50 Platinum Visa
12/14/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 12/14/16 24692166349000681988343 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
12/14/2016,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 12/14/16 24445006349200166000725 5411Card #7391,22.13,debit,Groceries,50 Platinum Visa
12/16/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,70.06,debit,Credit Card Payment,08 Spartan Saver
12/16/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,12.79,debit,Credit Card Payment,88 Totally Green Checking
12/16/2016,Noodles & Company,Credit Card Advance NOODLES & CO-STORE #80 616-647-7553 MIDate 12/15/16 24692166351000888272124 5814Card #7391,16.82,debit,Restaurants,50 Platinum Visa
12/17/2016,Meijer,Credit Card Advance MEIJER INC #034 Q01 ROYAL OAK MIDate 12/16/16 24445006352200229821830 5411Card #7391,8.79,debit,Groceries,50 Platinum Visa
12/17/2016,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 12/16/16 24299106352002357200406 5542Card #7391,28.66,debit,Gas & Fuel,50 Platinum Visa
12/18/2016,Advance Col Place,Credit Card Advance COL'S PLACE 3 ROYAL OAK MIDate 12/17/16 24223696353980050589417 5812Card #7391,18.53,debit,Restaurants,50 Platinum Visa
12/18/2016,Metro,Credit Card Advance METRO AIRPORT PARKING DETROIT MIDate 12/17/16 24692166353000513634902 7523Card #7391,4,debit,Groceries,50 Platinum Visa
12/19/2016,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,49.81,debit,Credit Card Payment,88 Totally Green Checking
12/20/2016,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 12/20/16 24692166355000812442831 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
12/21/2016,Shell,Credit Card Advance SHELL OIL 57445827504 ROYAL OAK MIDate 12/20/16 24316056356548704013118 5542Card #7391,38.6,debit,Gas & Fuel,50 Platinum Visa
12/22/2016,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Financial,88 Totally Green Checking
12/25/2016,Advance Shoppe Troy,Credit Card Advance THE DETROIT SHOPPE TROY MIDate 12/24/16 24269796360100337820949 5999Card #7391,38.15,debit,Credit Card Payment,50 Platinum Visa
12/25/2016,Advance Marbles Troy,Credit Card Advance MARBLES #8041 TROY MIDate 12/24/16 24692166360000140834157 5945Card #7391,139.9,debit,Business Services,50 Platinum Visa
12/25/2016,Anthropologie,Credit Card Advance ANTHROPOLOGIE #491 TROY MIDate 12/24/16 24445006360100246824280 5651Card #7391,27.98,debit,Clothing,50 Platinum Visa
12/27/2016,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,319.61,debit,Credit Card Payment,28 Insured Money Management Acct
12/28/2016,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,240.03,debit,Credit Card Payment,88 Totally Green Checking
1/1/2017,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,250,debit,Transfer,28 Insured Money Management Acct
1/1/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 01/01/17 24692167001000890942328 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
1/3/2017,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,1200,debit,Transfer,28 Insured Money Management Acct
1/3/2017,Final lease payment 1524 snyder,Draft Withdrawal 001011,1460,debit,Mortgage & Rent,88 Totally Green Checking
1/4/2017,Advance Chester Par,Credit Card Advance 60096 - 180 CHESTER PAR BIRMINGHAM MIDate 01/04/17 24299107004000480604965 7523Card #7391,4,debit,Credit Card Payment,50 Platinum Visa
1/4/2017,Spotify,Credit Card Advance Spotify USA 646-8375380 NYDate 01/04/17 24204297004719316251476 4899Card #7391,4.99,debit,Music,50 Platinum Visa
1/5/2017,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,100,debit,Transfer,28 Insured Money Management Acct
1/5/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Financial,88 Totally Green Checking
1/5/2017,Advance Usa For,Credit Card Advance USA FOR UNHCR 800-7701100 DCDate 01/04/17 24906417004034307294021 8398Card #7391,25,debit,Charity,50 Platinum Visa
1/5/2017,Advance Sy Thai,"Credit Card Advance SY THAI, INC BIRMINGHAM MIDate 01/03/17 24072807004206672200383 5812Card #7391",19.96,debit,Credit Card Payment,50 Platinum Visa
1/5/2017,Exxon,Credit Card Advance EXXONMOBIL 97302681 BIRMINGHAM MIDate 01/04/17 24164057005378007693903 5542Card #7391,52.83,debit,Gas & Fuel,50 Platinum Visa
1/7/2017,Transfer to 50 Platinum Visa,Home Banking Withdrawal To Loan 50,116.78,debit,Credit Card Payment,28 Insured Money Management Acct
1/8/2017,Buddy's Pizza,Credit Card Advance BUDDY'S PIZZA #109 DEARBORN MIDate 01/06/17 24072807007200099301681 5814Card #7391,12.06,debit,Fast Food,50 Platinum Visa
1/9/2017,Discovertype E Id,ACH Withdrawal DISCOVERTYPE: E-PAYMENT ID: XXXXXXXXXXCO: DISCOVER,205.6,debit,Credit Card Payment,28 Insured Money Management Acct
1/9/2017,Marathon,Credit Card Advance MARATHON PETRO EAST LANSING MIDate 01/09/17 24299107009001181154230 5542Card #7391,30.01,debit,Gas & Fuel,50 Platinum Visa
1/9/2017,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 01/08/17 24445007008300460518164 5411Card #7391,29.35,debit,Groceries,50 Platinum Visa
1/10/2017,Rite Aid,Credit Card Advance RITE AID STORE - 1482 EAST LANSING MIDate 01/10/17 24692167010000909118885 5912Card #7391,26.8,debit,Pharmacy,50 Platinum Visa
1/12/2017,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 01/11/17 24445007012200131622821 5411Card #7391,6,debit,Groceries,50 Platinum Visa
1/13/2017,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 01/12/17 24445007013200142125409 5411Card #7391,28.56,debit,Groceries,50 Platinum Visa
1/13/2017,Mw Lansing Bwltype,ACH Withdrawal MW*LANSING BWLTYPE: MW*LANSING ID: XXXXXXXXXXCO: MW*LANSING BWL,88.24,debit,Utilities,28 Insured Money Management Acct
1/14/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 01/14/17 24692167014000284595117 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
1/14/2017,McDonald's,Credit Card Advance MCDONALD'S M6550 OF MI EAST LANSING MIDate 01/13/17 24427337014710043031169 5814Card #7391,4.76,debit,Fast Food,50 Platinum Visa
1/16/2017,IHOP,Credit Card Advance IHOP #5307 EAST LANSING MIDate 01/15/17 24431067016200288400159 5812Card #7391,22.78,debit,Restaurants,50 Platinum Visa
1/17/2017,Advance,Credit Card Advance MSU SPARTYS BRODY EAST LANSING MIDate 01/16/17 24435657017206935000154 8220Card #7391,5.29,debit,Business Services,50 Platinum Visa
1/18/2017,McDonald's,Credit Card Advance MCDONALD'S M6550 OF MI EAST LANSING MIDate 01/18/17 24427337018710033003810 5814Card #7391,4.76,debit,Fast Food,50 Platinum Visa
1/18/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 01/18/17 24692167018000602542433 5499Card #7391,15,debit,Coffee Shops,50 Platinum Visa
1/18/2017,Advance,Credit Card Advance SPARTY'S MCDONEL EAST LANSING MIDate 01/17/17 24435657018207129900588 8220Card #7391,1.29,debit,Business Services,50 Platinum Visa
1/19/2017,Transfer to 88 Totally Green Checking,Withdrawal To Share 88,100,debit,Transfer,28 Insured Money Management Acct
1/19/2017,Vanguard,ACH Withdrawal VANGUARD BUYTYPE: INVESTMENT ID: VMC PURCO: VANGUARD BUY,75,debit,Financial,88 Totally Green Checking
1/19/2017,Advance,Credit Card Advance MEDICAL STORE BKST#1823 EAST LANSING MIDate 01/18/17 24445007019500513237855 5942Card #7391,3.88,debit,Business Services,50 Platinum Visa
1/19/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 01/19/17 24692167019000091525922 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
1/19/2017,Meijer,Credit Card Advance MEIJER INC #025 Q01 OKEMOS MIDate 01/18/17 24445007019200130987756 5411Card #7391,68.51,debit,Groceries,50 Platinum Visa
1/22/2017,Starbucks,Credit Card Advance STARBUCKS CARD RELOAD 800-782-7282 WADate 01/22/17 24692167022000790744506 5499Card #7391,10,debit,Coffee Shops,50 Platinum Visa
